date,review
il y a 10 mois,"Restaurant très efficace, je viens souvent, projet fidélité me convient très bien."
il y a 6 jours,Super fast food la restauration vraiment incroyable
il y a un mois,"Superbe expérience, ces burgers envoient mes papilles vers l’infini et l’au-delà."
il y a 3 mois,"Super service, produits de qualité et très bon"
il y a 3 mois,"Endroit très agréable , service impeccable, rien à dire !"
il y a 5 ans,"Très bon Burger King situé à 800 mètres de la gare RER Bibliothèque François Mitterrand accessible à pied ou par le bus 89.
Éviter les heures de pointe. Sinon bon et rapide."
il y a un mois,Équipe au top ! C’est toujours un plaisir de manger dans ce restaurant Burger King !
il y a 2 jours,"Bon restaurant, je recommande."
il y a 4 mois,"Service rapide et efficace. Rien à dire de particulier.
Parfois, la salle est remplie donc attente avant de manger."
il y a un mois,"Restaurant dans lequel je vais souvent, je n’ai jamais eu de problème, le service est excellent !"
il y a 3 semaines,"Meilleur burger king de ma vie, l'équipe était super gentille et le lieu était hyper propre."
il y a 3 mois,"Alors miss casquette, très agréable et d’un super bon service auprès des clients, très drôle et super sympa, l’athmosphère du restaurant est agréable et la nourriture excellente."
il y a 2 semaines,"Mon avis sur ce burger king, est qu’il  rapide dans la professions ,ils servent rapidement."
il y a 4 mois,accueil incroyable et très bon
il y a 3 semaines,"Restaurant très sympa et personnel au top!
Surtout Darel🙌 …"
il y a 3 mois,"Le lieux est génial, le service est exemplaire, j'ai pleuré sur le poulet. Je recommande vivement."
il y a 5 mois,"Meilleur bk, personnel sympathique, la commande est arrivée rapidement !Je recommande si vous avez aucune idée de quoi manger le midi, Burger King reste une valeur sur !"
il y a 6 mois,"Relativement calme, service rapide et acceptable pas grand chose d'autres à dire, Burger king reste mon fast-food favoris mais celui-ci à connu des jours meilleurs (ils ne servent plus de couverts réutilisable, ils devraient faire payer une consigne pour pas se les faire volé)"
il y a 3 mois,Trop bien ! Super accueille de la part de Solène. Hyper agréable. En tout cas comme d’hab super moment à BK
il y a un an,"J'ai commandé un menu Extra Cheddar Lover le 14/02 à 19h et j'ai reçu un burger de catégorie inférieure, où le donut au cheddar promis n'a jamais pointé le bout de sa pâte. Vous n'êtes pas sérieux. Je ne commanderai plus chez vous."
il y a 5 mois,"C’était top !
Personnel professionnel et accueillant
Rapide et la nourriture bien chaude 🤪❤️
Bref bon app …"
il y a une semaine,"Très bon, service rapide"
il y a 3 semaines,"très rapide et efficace, petit bémol pour la propreté des toilettes"
il y a 3 semaines,Très satisfait je recommande fortement !!! Jamais déçu
il y a 3 mois,J’aime beaucoup Sarah qui était la ceux dimanche qui mets les personnes à l’aise . On a bien critiqué les miss France
il y a une semaine,"Service rapide, propre, nickel"
il y a une semaine,"Beaucoup de choix veggie
Rapide efficace
Toujours gentil"
il y a 2 mois,burger kind petit mais très sympa le service est très agréable et il y a peu de gens ce qui le rend très familial. je recommande !!!
il y a 2 mois,Bonne expérience. Personnel très accueillant et produit de qualité.
il y a 2 mois,Je recommande fortement ce Bk. Les employés sont adorables et leurs services très rapide .
il y a 2 mois,Le restaurant n'était vraiment pas propre et les toilettes n'en parlons pas... Alors on imagine en cuisine comment ça peut être 🙄 …
il y a un mois,Très bonne expérience avec un service qualitatif
il y a 2 mois,"La serveuse m'amadoue pour mettre un bon avis contre un sundae !
C'est inadmissible …"
il y a 2 semaines,Super ambiance et bonne accueil!
il y a 7 mois,Toujours un plaisirde partager un bon repas ici. Personnel aimable et menus savoureux😍🤞🏽 …
il y a 2 semaines,Un personnel de qualité mais des quantités de fromage mesure au gramme près .
il y a 2 mois,"Très bon repas, service rapide et de qualité, personnel très aimable"
il y a 6 jours,Attention a l'hygiène de la nourriture cela fait 4 jours que j'ai des douleurs a l'estomac depuis que je suis passé dans cette établissement
il y a 3 semaines,Service rapide et efficaces. J'ai très bien mangé !!
il y a un an,Petit l'espace pour manger mais les employés sont sympas et l'ensemble ça va. Juste un  peu dérange par un sondage interne pour mettre 5 étoiles à leur établissements. Il est cool mais il est trop petit et comme tout fast food les toilettes.... Sinon il est sympa
il y a 6 jours,Bon service servi rapidement
il y a un mois,Lieu très accueillant et joviale un personnelle à l’écoute et très impliquer
il y a 7 mois,"Malgré un service relativement rapide, j’ai pu constaté l’étourdissement des employés, qui semblaient mal organisés en heure de pointe… Et pour cause, ma boisson a été oublié lors de ma commande, tout comme les serviettes.
Erreur qui m’a laissé assoiffé, les mains sales pendant 3h de trajet. Très déçu !"
il y a un mois,Super endroit avec un personnel au top !
il y a 2 mois,Très très bon BK la famille allez y vous allez pas le regretter. C'est une dinguerie. Merci Sarah
il y a 3 mois,"Restaurant au top, service parfait et nourriture très bonne, merci à Sarah la meilleure des serveuses"
il y a 2 mois,"Super Ambiance, nourriture simple et efficace.
Personnel très agréable! :))"
il y a un mois,"Les caissières désagréables pas réactives , 20 € de sandwiches pour tout jeté à la poubelles , les pains sont durs , secs imangables"
il y a une semaine,Sympathique et agréable. Je recommande
il y a un mois,"Rapide, efficace. Assez de place pour manger tranquille"
il y a 3 mois,"Très bon, service rapide personnel agréable"
il y a 2 mois,j'y suis aller le midi et c'était bon je recommande
il y a 3 mois,Excellent repas très pratique pour manger vite pendant la pause midi !
il y a 2 mois,"Bonjour,

Serveur, serveuse, agréable …"
il y a 3 mois,"J’ai super bien mangé, et c’est super accueillant ! Merci à Sarah !"
il y a un mois,"Très bien, service rapide, et agréable. Je recommande"
il y a 2 semaines,Ça s’est très bien passé produit chaud
il y a un mois,"très accueillant, très bon. on vous recommande"
il y a 2 semaines,"très bon service, et excellent repas"
il y a 3 mois,Endroit chaleureux ainsi que le personnel de l’établissement ! Très bonne qualité !
il y a 2 mois,Je vais à ce Burger King chaque semaine et il est vraiment chaleureux et très rapide.
il y a un mois,"Le meilleur des Burger King. Le lieu est propre et convivial, au bord de la seine."
il y a 2 semaines,"Lieu très sympa, accueillant et chaleureux"
il y a un mois,C'était super bon incroyable et je recommande
il y a 2 mois,Je prends le metro quand j'ai la dalle pour aller au bk plutôt que d'aller au mac do à 100 mètres de chez moi
il y a 2 mois,BK correct avec des bornes à disposition pour commander. Service parfois long
il y a un mois,"Bonne expérience global, lieu sympathique et agréable"
il y a un mois,Bande de menteur c’est le meilleur bk du monde !!!! Incroyable le service
il y a 3 mois,"Rapide et pas loin de mon lieu de travail, super pour la pause déjeuner !"
il y a 2 mois,"Très bien, j’ai bien mangé, il y a des prises, et bon service :)"
il y a 4 ans,"Acceuil très très médiocre je ne parle même pas des hôtesses incompétentes appart une  petite ...plats froids rapporter deux fois on m'a fait comprendre que c'est pas le Mac Do ,et que ne pouvait rien pour moi😅😅😅. après avoir demander a …"
il y a 2 mois,Parfaite restauration rapide lorsque l'on a une longue correspondance en gare d'Austerlitz. Le Bk est à une encablure de la BNF pour flâner en digerant.
il y a 3 semaines,Endroit très calme à l’heure que je suis allée
il y a 4 jours,"Très bon Burger King, propre et rapide."
il y a un mois,"Très bonne expérience, je suis conquis"
il y a un mois,le lieu est très propre et les membres du personnel sont très aimables
il y a 2 mois,"Service rapide et efficace, personnel gentil et ambiance sympa"
il y a 3 mois,"Repas choix et servis rapidement, avec un personnel agréable."
il y a un mois,"Je viens souvent à cet établissement, il est bien entretenu et le personnel est très agréable. 👍 …"
il y a une semaine,Très bonne accueil et service rapide
il y a 3 mois,"Personnel sympathique, produit frais et croustillant, on se régale !"
il y a 6 jours,Un Burger King très propre et et personnel agréable !!
il y a 6 jours,Bon rapport qualité/prix
il y a une semaine,"Très bon service client
Je vous le recommande  Solène est super gentille,merci pour ton accueil"
il y a 3 mois,Super bien servi et bien accueilli par Sarah ! Je recommande !
il y a un mois,"Burger king propre, pratique pour se manger et se pauser un peu à proximité de la gare paris Bercy"
il y a 2 mois,"Rapide, appétissant, psahtek je recommande. Personnel adorable et très rapide"
il y a 3 mois,Service très chaleureux !! Merci à Sarah pour son accueil
il y a 3 semaines,top très rapide et c’était bien chaud miam
il y a 2 semaines,Tres bonne expérience service  tres rapide
il y a un mois,"C’était exceptionnel, surtout le burger
La glace Nutella crumble au top"
il y a 6 mois,"Je ne suis pas contre les SDF au contraire puisque je les aide de temps en temps, mais laisser un clochard venir tous les jours alors qu'il dégage des odeurs nauséabondes , alors que tu viens manger et que le personnel ne fait rien, ils …"
il y a 11 mois,"Belle performance ce soir de toute l'équipe, malgré une forte affluence inattendue (l'effet refuge face à la pluie et au vent peut-être ?), commande servie avec une délai d'attente très raisonnable et parfaitement conforme ! Plus d'une …"
il y a 5 mois,"Deuxième fois que je viens, très bonne ambiance et la nourriture est très bonne !! Hésitez pas à venir!!"
il y a 3 semaines,Super rapide et efficace ! Toujours aussi bon.
il y a 3 mois,"Sympa, service rapide, servit par Solène, super sympa agréable et souriante !!! 😝 …"
il y a 4 mois,"Beaucoup de monde mais service rapide, les employés sont très gentil et ça rajoute de l'ambiance"
il y a 2 mois,"Tres bonne expérience, leurs burgers et frites sont toujours très bonnes!"
il y a 2 mois,"Service super efficace,
Locaux propre
Amabilité du personnel"
il y a 3 mois,"Beaucoup de monde, mais des agents de tables très agréable un service très rapide"
il y a un mois,"J'ai découvert un nouveau burger et j'ai bien aimé 🩵 , j'ai trop aimé l'ambiance one pièce aussi 🫶🏻 …"
